,Shape,Carat Weight,Color,Clarity,Cut,Certification,Depth %,Table %,Polish,Symmetry,Cut Grade,Measurements,Length to Width,Girdle,Culet,Fluorescence,Stock Number,Price
343,Round,0.35 ct.,J,VVS2,Very Good,GIA,65.7 %,58 %,Very Good,Very Good,Good,4.32x4.37x2.86 mm,1.01,Thick - V. Thick,None,Medium,D112882293,$576
344,Round,0.40 ct.,K,VS2,Ideal,GIA,63.8 %,57 %,Excellent,Excellent,Very Good,4.6x4.62x2.94 mm,1.00,Medium - Thick,None,Medium,D113088931,$576
345,Round,0.30 ct.,D,SI2,Very Good,GIA,65.6 %,56 %,Very Good,Very Good,Good,4.15x4.17x2.73 mm,1.00,n/a,n/a,Faint,D113341498,$576
346,Round,0.30 ct.,G,SI1,Good,GIA,57.6 %,67 %,Excellent,Good,Good,4.3x4.35x2.49 mm,1.01,Sl. Thick - V. Thick,n/a,None,D113457698,$576
347,Round,0.33 ct.,G,SI1,Very Good,GIA,64.4 %,57 %,Very Good,Very Good,Very Good,4.31x4.35x2.78 mm,1.01,Medium - Thick,None,Strong,D113490018,$576
348,Round,0.30 ct.,J,VVS2,Ideal,GIA,61.1 %,62 %,Excellent,Excellent,Excellent,4.32x4.33x2.64 mm,1.00,n/a,None,Faint,D113567700,$576
349,Round,0.40 ct.,J,VS1,Very Good,GIA,65.4 %,56 %,Excellent,Good,Very Good,4.61x4.49x2.98 mm,1.03,Sl. Thick - Thick,None,Faint,D113647805,$576
350,Round,0.32 ct.,D,SI2,Ideal,GIA,60.6 %,60 %,Very Good,Excellent,Excellent,4.44x4.46x2.7 mm,1.00,n/a,None,Strong,D112882450,$577
351,Round,0.40 ct.,K,SI1,Ideal,GIA,62.7 %,55 %,Excellent,Good,Very Good,4.7x4.73x2.96 mm,1.01,Thin - Sl. Thick,None,None,D113122617,$577
352,Round,0.24 ct.,D,VS1,Ideal,GIA,62.3 %,58 %,Excellent,Excellent,Good,4.01x3.99x2.49 mm,1.01,n/a,n/a,Faint,D113400821,$577
353,Round,0.29 ct.,D,SI2,Excellent,GIA,58.8 %,61 %,Excellent,Excellent,Excellent,4.3x4.34x2.54 mm,1.01,n/a,None,None,D113611188,$577
354,Round,0.43 ct.,I,SI2,Ideal,GIA,59.0 %,61 %,Excellent,Excellent,Excellent,4.91x4.95x2.91 mm,1.01,n/a,None,Faint,D112062072,$579
355,Round,0.30 ct.,E,SI2,Ideal,GIA,62.2 %,59 %,Very Good,Very Good,Excellent,4.24x4.3x2.66 mm,1.01,Thin - Sl. Thick,None,None,D112865586,$579
356,Round,0.25 ct.,E,VS2,Ideal,GIA,62.5 %,58 %,Excellent,Excellent,Good,4.05x4.03x2.52 mm,1.00,n/a,n/a,None,D113239055,$579
357,Round,0.40 ct.,K,VS2,Good,GIA,66.1 %,59 %,Very Good,Good,Good,4.52x4.48x2.98 mm,1.01,Sl. Thick - V. Thick,None,None,D112110685,$580
358,Round,0.40 ct.,K,VS2,Excellent,GIA,63.3 %,56 %,Very Good,Very Good,Very Good,4.65x4.61x2.93 mm,1.01,Sl. Thick - Thick,n/a,None,D112110993,$580
359,Round,0.40 ct.,K,VS2,Good,GIA,58.4 %,66 %,Very Good,Good,Good,4.84x4.83x2.82 mm,1.00,Medium - Thick,None,Faint,D112184979,$580
360,Round,0.31 ct.,D,SI2,Excellent,GIA,63.1 %,59 %,Good,Very Good,Very Good,4.26x4.29x2.7 mm,1.01,Medium - Thick,None,Faint,D112746316,$580
361,Round,0.30 ct.,F,SI2,Very Good,GIA,60.6 %,63 %,Excellent,Very Good,Very Good,4.27x4.31x2.6 mm,1.01,Sl. Thick - Thick,None,Faint,D112811440,$580
362,Round,0.30 ct.,J,VVS1,Excellent,GIA,64.5 %,56 %,Excellent,Very Good,Very Good,4.15x4.21x2.7 mm,1.01,Thick,None,None,D113143542,$580
363,Round,0.23 ct.,G,IF,Ideal,GIA,59.1 %,60 %,Excellent,Excellent,Excellent,4.00x4.02x2.37 mm,1.01,Medium - Sl. Thick,n/a,Faint,D113459405,$580
364,Round,0.40 ct.,K,VVS2,Ideal,GIA,61.9 %,55 %,Very Good,Very Good,Excellent,4.70x4.75x2.93 mm,1.01,Medium - Sl. Thick,None,Faint,D113588295,$580
365,Round,0.30 ct.,F,VS1,Very Good,GIA,63.5 %,56 %,Very Good,Good,Good,4.16x4.20x2.66 mm,1.01,Sl. Thick - V. Thick,n/a,None,D113616718,$580
366,Round,0.40 ct.,K,VS2,Very Good,GIA,65.0 %,56 %,Excellent,Very Good,Very Good,4.54x4.61x2.97 mm,1.02,n/a,n/a,None,D113767755,$580
367,Round,0.38 ct.,I,SI2,Ideal,GIA,59.4 %,60 %,Excellent,Excellent,Excellent,4.71x4.74x2.81 mm,1.01,n/a,None,Faint,D112057775,$581
368,Round,0.30 ct.,D,SI2,Ideal,GIA,61.8 %,57 %,Very Good,Very Good,Very Good,4.29x4.24x2.64 mm,1.01,V. Thin - Sl. Thick,None,Faint,D112185345,$581
369,Round,0.40 ct.,K,SI1,Ideal,GIA,63.0 %,58 %,Very Good,Very Good,Very Good,4.69x4.62x2.93 mm,1.02,n/a,None,None,D112322209,$581
370,Round,0.30 ct.,F,SI1,Ideal,GIA,63.4 %,56 %,Excellent,Very Good,Very Good,4.22x4.24x2.68 mm,1.00,Thin - Thick,Very Small,Medium,D113006353,$581
371,Round,0.34 ct.,E,SI2,Excellent,GIA,63.6 %,55 %,Very Good,Very Good,Very Good,4.42x4.44x2.82 mm,1.00,Medium - Thick,None,Medium,D113320468,$581
372,Round,0.35 ct.,K,VVS1,Excellent,GIA,63.5 %,58 %,Very Good,Very Good,Very Good,4.39x4.42x2.80 mm,1.01,Sl. Thick - Thick,None,None,D113490145,$581
373,Round,0.33 ct.,D,SI2,Ideal,GIA,61.1 %,59 %,Very Good,Excellent,Very Good,4.49x4.46x2.73 mm,1.01,V. Thin - Sl. Thick,None,Strong,D111994477,$583
374,Round,0.38 ct.,J,SI2,Ideal,GIA,59.4 %,61 %,Excellent,Excellent,Excellent,4.76x4.72x2.82 mm,1.01,Thin - Sl. Thick,None,Faint,D112198751,$583
375,Round,0.33 ct.,F,SI2,Ideal,GIA,59.4 %,60 %,Excellent,Excellent,Very Good,4.5x4.53x2.68 mm,1.01,n/a,n/a,Faint,D113334974,$583
376,Round,0.30 ct.,F,VS1,Very Good,GIA,63.8 %,57 %,Very Good,Good,Very Good,4.17x4.23x2.68 mm,1.01,Sl. Thick - Thick,None,Faint,D113655087,$583
377,Round,0.40 ct.,J,SI1,Excellent,GIA,61.3 %,62 %,Excellent,Excellent,Very Good,4.74x4.70x2.89 mm,1.01,Sl. Thick - Thick,None,Faint,D111983966,$584
378,Round,0.30 ct.,F,SI2,Very Good,GIA,64.3 %,61 %,Excellent,Very Good,Good,4.19x4.16x2.69 mm,1.01,Thick - V. Thick,None,None,D112114219,$584
379,Round,0.30 ct.,I,VS2,Ideal,GIA,61.9 %,60 %,Excellent,Very Good,Excellent,4.27x4.3x2.65 mm,1.01,n/a,None,None,D112885952,$584
380,Round,0.30 ct.,G,VS1,Good,GIA,61.9 %,68 %,Very Good,Very Good,Fair,4.17x4.12x2.57 mm,1.01,n/a,n/a,None,D113334448,$584
381,Round,0.30 ct.,F,SI2,Very Good,GIA,64.8 %,60 %,Excellent,Very Good,Very Good,4.20x4.15x2.70 mm,1.01,Medium - Thick,None,Faint,D113703852,$584
382,Round,0.41 ct.,K,SI1,Ideal,GIA,61.7 %,58 %,Very Good,Very Good,Very Good,4.75x4.76x2.94 mm,1.00,Thin - Sl. Thick,Very Small,None,D112963469,$586
383,Round,0.30 ct.,E,SI1,Very Good,GIA,64.1 %,56 %,Very Good,Very Good,Very Good,4.27x4.29x2.74 mm,1.00,n/a,None,None,D113133451,$586
384,Round,0.40 ct.,K,SI2,Ideal,GIA,59.6 %,61 %,Excellent,Excellent,Excellent,4.79x4.81x2.86 mm,1.00,Medium,None,None,D113535744,$586
385,Round,0.40 ct.,K,SI1,Ideal,GIA,62.5 %,55 %,Very Good,Very Good,Excellent,4.66x4.72x2.93 mm,1.01,Medium - Sl. Thick,None,Faint,D113847595,$586
386,Round,0.46 ct.,K,SI1,Very Good,GIA,63.4 %,62 %,Very Good,Very Good,Very Good,4.86x4.83x3.07 mm,1.01,Thick,None,Faint,D112884169,$587
387,Round,0.30 ct.,F,VS2,Very Good,GIA,70.4 %,59 %,Excellent,Very Good,Fair,3.99x4.04x2.82 mm,1.01,n/a,None,Medium,D113005137,$587
388,Round,0.32 ct.,E,SI2,Very Good,GIA,64.1 %,57 %,Very Good,Very Good,Very Good,4.28x4.33x2.76 mm,1.01,Sl. Thick - Thick,None,Faint,D113489980,$587
389,Round,0.30 ct.,F,SI1,Ideal,GIA,59.9 %,59 %,Very Good,Very Good,Very Good,4.32x4.35x2.60 mm,1.01,Medium - Thick,None,Faint,D113788442,$587
390,Round,0.30 ct.,J,VS2,Ideal,GIA,61.0 %,61 %,Excellent,Excellent,Excellent,4.27x4.3x2.61 mm,1.01,n/a,n/a,Faint,D113844360,$587
391,Round,0.31 ct.,D,SI2,Very Good,GIA,64.4 %,55 %,Good,Very Good,Very Good,4.22x4.24x2.73 mm,1.00,Medium - Thick,None,None,D112695654,$588
392,Round,0.30 ct.,F,SI1,Very Good,GIA,59.5 %,65 %,Excellent,Very Good,Very Good,4.34x4.27x2.56 mm,1.02,Thin - Thick,None,None,D112953361,$588
393,Round,0.32 ct.,E,SI2,Ideal,GIA,62.1 %,56 %,Very Good,Very Good,Excellent,4.38x4.4x2.73 mm,1.00,n/a,n/a,Faint,D113341545,$588
394,Round,0.31 ct.,D,SI2,Very Good,GIA,60.6 %,62 %,Very Good,Very Good,Very Good,4.36x4.38x2.65 mm,1.00,n/a,n/a,Medium,D113433634,$588
395,Round,0.30 ct.,E,SI2,Very Good,GIA,60.2 %,64 %,Very Good,Very Good,Very Good,4.27x4.30x2.58 mm,1.01,Thin - Thick,None,None,D113546616,$588
396,Round,0.30 ct.,D,SI1,Ideal,GIA,60.2 %,60 %,Very Good,Excellent,Excellent,4.36x4.38x2.63 mm,1.00,Thin - Sl. Thick,None,Faint,D113694793,$588
397,Round,0.30 ct.,G,SI1,Good,GIA,65.6 %,59 %,Very Good,Good,Good,4.08x4.12x2.69 mm,1.01,Thin - V. Thick,None,None,D113840677,$588
398,Round,0.36 ct.,J,VVS2,Good,GIA,65.9 %,60 %,Very Good,Very Good,Good,4.37x4.33x2.87 mm,1.01,V. Thick,None,None,D111984964,$590
399,Round,0.26 ct.,H,VVS2,Ideal,GIA,59.7 %,62 %,Excellent,Excellent,Excellent,4.16x4.15x2.48 mm,1.00,n/a,None,None,D112185511,$590
400,Round,0.40 ct.,J,SI2,Very Good,GIA,64.2 %,53 %,Excellent,Good,Very Good,4.61x4.59x2.96 mm,1.00,Sl. Thick - Thick,None,Faint,D112321736,$590
401,Round,0.40 ct.,K,VS2,Very Good,GIA,59.0 %,61 %,Very Good,Good,Very Good,4.76x4.78x2.82 mm,1.00,Medium - Thick,None,None,D113090063,$590
402,Round,0.30 ct.,G,SI1,Ideal,GIA,59.7 %,60 %,Very Good,Excellent,Excellent,4.38x4.4x2.62 mm,1.00,n/a,n/a,Faint,D113232467,$590
403,Round,0.30 ct.,I,IF,Ideal,GIA,60.5 %,61 %,Excellent,Excellent,Excellent,4.34x4.37x2.63 mm,1.01,n/a,None,None,D113516871,$590
404,Round,0.30 ct.,E,SI1,Very Good,GIA,66.2 %,55 %,Excellent,Very Good,Good,4.16x4.18x2.76 mm,1.00,Sl. Thick - Thick,None,None,D113646489,$590
405,Round,0.40 ct.,K,VS2,Excellent,GIA,64.4 %,57 %,Excellent,Very Good,Very Good,4.61x4.65x2.98 mm,1.01,Sl. Thick - Thick,None,Faint,D113726928,$590
406,Round,0.40 ct.,J,SI2,Excellent,GIA,64.0 %,55 %,Very Good,Excellent,Very Good,4.66x4.65x2.98 mm,1.00,Medium - Thick,None,Faint,D113844620,$590
407,Round,0.23 ct.,E,IF,Ideal,GIA,59.6 %,60 %,Excellent,Very Good,Excellent,3.97x3.99x2.37 mm,1.01,n/a,None,None,D111955889,$591
408,Round,0.40 ct.,J,VS1,Excellent,GIA,63.9 %,57 %,Very Good,Excellent,Very Good,4.64 x 4.67 x 2.97 mm,1.01,n/a,None,None,D112460490,$591
409,Round,0.30 ct.,H,VS2,Excellent,GIA,62.9 %,61 %,Excellent,Very Good,Very Good,4.27x4.22x2.67 mm,1.01,Sl. Thick - Thick,None,None,D113193840,$591
410,Round,0.30 ct.,D,VS2,Very Good,GIA,68.6 %,57 %,Excellent,Excellent,Fair,4.09x4.06x2.80 mm,1.01,Thick - V. Thick,None,None,D113232832,$591
411,Round,0.36 ct.,G,SI2,Excellent,GIA,64.1 %,56 %,Very Good,Excellent,Very Good,4.47x4.5x2.87 mm,1.01,n/a,n/a,Faint,D113341550,$591
412,Round,0.40 ct.,K,VS1,Excellent,GIA,59.7 %,62 %,Excellent,Very Good,Very Good,4.71x4.77x2.83 mm,1.01,n/a,n/a,Strong,D113533385,$591
413,Round,0.30 ct.,F,SI1,Very Good,GIA,64.9 %,57 %,Excellent,Very Good,Good,4.17x4.12x2.69 mm,1.01,Sl. Thick - Thick,None,None,D113674148,$591
414,Round,0.30 ct.,E,SI2,Excellent,GIA,64.7 %,58 %,Excellent,Excellent,Very Good,4.20x4.23x2.73 mm,1.01,Sl. Thick - Thick,None,None,D112500307,$593
415,Round,0.34 ct.,D,SI2,Ideal,GIA,63.1 %,57 %,Excellent,Excellent,Very Good,4.41x4.44x2.79 mm,1.01,Sl. Thick,None,Strong,D112745055,$593
416,Round,0.30 ct.,E,SI2,Excellent,GIA,64.0 %,58 %,Excellent,Very Good,Very Good,4.19x4.23x2.7 mm,1.01,Medium - Thick,None,None,D113132139,$593
417,Round,0.30 ct.,D,SI1,Excellent,GIA,64.3 %,57 %,Excellent,Very Good,Very Good,4.20x4.16x2.69 mm,1.01,Medium - Thick,None,None,D113371331,$593
418,Round,0.30 ct.,I,VS2,Very Good,GIA,65.2 %,58 %,Excellent,Very Good,Good,4.08x4.14x2.68 mm,1.01,n/a,n/a,None,D113680411,$593
419,Round,0.32 ct.,K,VVS1,Ideal,GIA,61.4 %,61 %,Excellent,Excellent,Excellent,4.37x4.39x2.69 mm,1.00,n/a,None,None,D112111301,$594
420,Round,0.37 ct.,J,VVS2,Excellent,GIA,64.1 %,58 %,Excellent,Excellent,Very Good,4.49x4.52x2.89 mm,1.01,Sl. Thick - Thick,None,None,D112338319,$594
421,Round,0.40 ct.,K,VVS2,Excellent,GIA,64.1 %,59 %,Excellent,Very Good,Very Good,4.64x4.59x2.96 mm,1.01,Sl. Thick - Thick,None,Strong,D112826872,$594
422,Round,0.30 ct.,D,SI2,Excellent,GIA,59.0 %,61 %,Excellent,Very Good,Very Good,4.32x4.35x2.56 mm,1.01,Sl. Thick - Thick,None,None,D113099546,$594
423,Round,0.30 ct.,D,SI1,Ideal,GIA,59.9 %,57 %,Excellent,Very Good,Very Good,4.36 x 4.37 x 2.62 mm,1.00,n/a,None,Faint,D113401894,$594
424,Round,0.30 ct.,F,SI1,Excellent,GIA,64.0 %,60 %,Excellent,Very Good,Very Good,4.19x4.23x2.70 mm,1.01,Thin - Thick,None,None,D113469041,$594
425,Round,0.40 ct.,J,SI2,Ideal,GIA,62.2 %,57 %,Very Good,Very Good,Very Good,4.67x4.7x2.91 mm,1.01,Sl. Thick - Thick,None,None,D113566457,$594
426,Round,0.29 ct.,F,VS2,Good,GIA,57.9 %,61 %,Very Good,Good,Very Good,4.33x4.40x2.53 mm,1.02,Medium - Thick,None,None,D113654449,$594
427,Round,0.41 ct.,J,SI1,Ideal,GIA,64.0 %,57 %,Excellent,Excellent,Very Good,4.67x4.65x2.99 mm,1.00,Sl. Thick - Thick,None,Faint,D111984642,$595
428,Round,0.35 ct.,E,SI2,Ideal,GIA,62.1 %,57 %,Very Good,Very Good,Very Good,4.49x4.52x2.8 mm,1.01,Medium - Thick,None,None,D112439596,$595
429,Round,0.40 ct.,I,SI2,Excellent,GIA,59.3 %,59 %,Excellent,Very Good,Good,4.74x4.81x2.83 mm,1.01,n/a,None,Medium,D112973438,$595
430,Round,0.32 ct.,E,SI2,Ideal,GIA,60.1 %,60 %,Very Good,Excellent,Excellent,4.42x4.45x2.67 mm,1.01,Thin - Medium,None,Faint,D113489976,$595
431,Round,0.30 ct.,F,SI1,Ideal,GIA,59.4 %,60 %,Excellent,Excellent,Excellent,4.37x4.39x2.60 mm,1.00,Medium - Sl. Thick,None,None,D113589000,$595
432,Round,0.30 ct.,G,SI1,Ideal,GIA,62.2 %,55 %,Very Good,Very Good,Excellent,4.26x4.29x2.66 mm,1.01,Thin - Sl. Thick,None,None,D113710000,$595
433,Round,0.23 ct.,E,IF,Ideal,GIA,61.2 %,60 %,Excellent,Very Good,Excellent,3.91x3.94x2.4 mm,1.01,n/a,None,None,D111991830,$597
434,Round,0.30 ct.,I,SI2,Ideal,GIA,62.6 %,58 %,Very Good,Very Good,Very Good,4.24x4.21x2.65 mm,1.01,Sl. Thick - Thick,None,None,D112152463,$597
435,Round,0.46 ct.,K,SI1,Very Good,GIA,61.0 %,62 %,Very Good,Very Good,Good,4.84x4.89x2.97 mm,1.01,n/a,n/a,None,D112880297,$597
436,Round,0.30 ct.,E,SI2,Ideal,GIA,63.5 %,57 %,Excellent,Very Good,Very Good,4.2x4.25x2.68 mm,1.01,Medium - Thick,None,None,D113132127,$597
437,Round,0.31 ct.,E,SI2,Ideal,GIA,61.7 %,57 %,Very Good,Very Good,Excellent,4.35x4.36x2.69 mm,1.00,Medium - Sl. Thick,n/a,Faint,D113266877,$597
438,Round,0.34 ct.,I,SI1,Ideal,GIA,59.2 %,61 %,Excellent,Excellent,Excellent,4.55x4.53x2.69 mm,1.00,Medium - Sl. Thick,None,None,D113576637,$597
439,Round,0.30 ct.,F,SI1,Good,GIA,64.2 %,62 %,Excellent,Very Good,Good,4.18x4.2x2.69 mm,1.00,n/a,n/a,None,D113830392,$597
440,Round,0.40 ct.,K,SI1,Ideal,GIA,59.6 %,61 %,Excellent,Excellent,Excellent,4.80x4.78x2.85 mm,1.00,n/a,None,Faint,D112063861,$598
441,Round,0.30 ct.,I,VS1,Very Good,GIA,65.0 %,57 %,Very Good,Very Good,Good,4.1x4.15x2.68 mm,1.01,Thick - V. Thick,None,Faint,D112110348,$598
442,Round,0.30 ct.,I,VS1,Very Good,GIA,64.3 %,56 %,Very Good,Very Good,Good,4.12x4.16x2.66 mm,1.01,Thick - V. Thick,Very Small,Faint,D112110897,$598
443,Round,0.40 ct.,J,SI2,Ideal,GIA,62.6 %,56 %,Excellent,Very Good,Very Good,4.68x4.71x2.94 mm,1.01,n/a,None,Medium,D112114460,$598
444,Round,0.24 ct.,G,VVS1,Ideal,GIA,61.4 %,58 %,Very Good,Very Good,Excellent,4.02x4.04x2.47 mm,1.00,n/a,None,None,D112885788,$598
445,Round,0.38 ct.,K,VVS2,Excellent,GIA,61.6 %,60 %,Very Good,Good,Very Good,4.65x4.68x2.87 mm,1.01,Thin - Sl. Thick,None,Faint,D112886107,$598
446,Round,0.30 ct.,D,SI2,Excellent,GIA,61.5 %,62 %,Very Good,Excellent,Very Good,4.27x4.3x2.64 mm,1.01,Sl. Thick,None,Faint,D113090839,$598
447,Round,0.30 ct.,E,SI1,Excellent,GIA,61.6 %,62 %,Excellent,Excellent,Very Good,4.27x4.3x2.64 mm,1.01,Sl. Thick,None,None,D113133450,$598
448,Round,0.30 ct.,F,SI1,Very Good,GIA,65.5 %,58 %,Excellent,Very Good,Good,4.06x4.14x2.68 mm,1.02,V. Thick,None,None,D113268295,$598
449,Round,0.30 ct.,G,VS1,Good,GIA,70.9 %,56 %,Excellent,Good,Fair,4.03x3.92x2.82 mm,1.03,n/a,None,None,D113540542,$598
450,Round,0.40 ct.,J,VS2,Very Good,GIA,64.9 %,56 %,Very Good,Very Good,Very Good,4.57x4.62x2.98 mm,1.01,Thin - Thick,None,Medium,D113623610,$598
451,Round,0.30 ct.,G,SI1,Very Good,GIA,65.1 %,60 %,Excellent,Very Good,Good,4.12x4.17x2.7 mm,1.01,n/a,n/a,None,D113712045,$598
452,Round,0.30 ct.,E,SI1,Ideal,GIA,62.6 %,56 %,Excellent,Good,Very Good,4.27x4.30x2.68 mm,1.01,Medium - Sl. Thick,None,None,D113840638,$598
453,Round,0.30 ct.,I,SI2,Excellent,GIA,58.6 %,61 %,Excellent,Excellent,Excellent,4.42x4.40x2.59 mm,1.00,n/a,None,Faint,D112152371,$600
454,Round,0.28 ct.,E,VVS2,Excellent,GIA,62.2 %,59 %,Very Good,Good,Very Good,4.17x4.2x2.6 mm,1.01,Medium - Thick,None,None,D112614094,$600
455,Round,0.30 ct.,D,SI1,Very Good,GIA,64.7 %,58 %,Very Good,Very Good,Good,4.13x4.17x2.68 mm,1.01,Medium - V. Thick,None,Faint,D113133443,$600
456,Round,0.33 ct.,F,SI2,Ideal,GIA,59.2 %,60 %,Excellent,Excellent,Excellent,4.52x4.54x2.68 mm,1.00,Thin - Medium,None,None,D113588850,$600
457,Round,0.31 ct.,J,VVS1,Ideal,GIA,60.1 %,61 %,Excellent,Excellent,Excellent,4.36x4.38x2.62 mm,1.00,n/a,n/a,None,D113823915,$600
